date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm
2017-06-08,24,10,1014,67,19,32,16,13,6,1016,1010,0.0
2017-06-09,25,14,1008,84,32,33,17,17,12,1010,1004,0.0
2017-06-10,28,19,1003,79,44,34,21,21,17,1005,1001,0.0
2017-06-11,30,19,1003,79,38,37,23,21,18,1006,1002,0.0
2017-06-12,26,21,1009,97,59,32,19,23,18,1011,1006,94.49
2017-06-13,28,21,1005,84,52,34,22,22,17,1008,1001,0.0
2017-06-14,24,17,1008,87,40,31,17,19,14,1010,1005,7.62
2017-06-15,26,17,1009,93,36,35,16,20,14,1012,1006,0.0
2017-06-16,27,20,1006,93,52,33,21,22,16,1010,998,18.8
2017-06-17,23,19,1005,93,58,28,17,21,15,1009,1003,
2017-06-18,22,11,1011,78,28,28,16,15,8,1013,1010,
2017-06-19,24,11,1015,78,21,31,17,15,6,1016,1013,0.0
2017-06-20,25,14,1013,90,26,35,14,16,12,1015,1010,0.0
2017-06-21,28,18,1006,79,36,36,21,21,15,1010,1003,0.0
2017-06-22,27,18,1003,69,44,33,21,22,16,1008,1001,
2017-06-23,19,12,1014,86,39,26,12,17,8,1020,1009,
2017-06-24,18,6,1022,89,23,27,8,10,3,1023,1020,0.0
2017-06-25,18,7,1025,80,26,26,9,9,4,1027,1022,0.0
2017-06-26,19,13,1021,84,46,25,14,17,9,1024,1019,4.32
2017-06-27,20,15,1015,100,54,29,11,19,9,1021,1006,
2017-06-28,26,19,1006,90,46,33,18,21,17,1011,1003,50.55
2017-06-29,24,19,1008,90,51,30,19,21,17,1012,1005,10.92
2017-06-30,22,16,1014,93,45,27,17,19,13,1016,1010,0.0
2017-07-01,22,15,1016,90,40,31,14,18,13,1018,1014,0.0
2017-07-02,24,17,1016,93,55,29,18,21,15,1019,1014,20.83
2017-07-03,26,19,1014,97,46,32,20,21,17,1016,1012,
2017-07-04,25,19,1016,93,57,31,19,22,18,1018,1014,
2017-07-05,24,18,1018,93,43,32,16,19,16,1019,1016,0.0
2017-07-06,28,21,1015,90,43,35,21,24,18,1019,1013,0.0
2017-07-07,23,17,1018,94,45,28,17,23,13,1021,1014,0.0
2017-07-08,23,17,1017,97,42,31,16,19,15,1020,1015,0.0
2017-07-09,28,20,1012,90,46,35,20,22,18,1016,1007,0.0
2017-07-10,29,21,1008,79,52,34,25,24,18,1009,1007,0.0
2017-07-11,29,22,1007,85,45,36,23,24,18,1011,1005,0.0
2017-07-12,27,21,1013,93,55,32,21,23,19,1017,1006,33.53
2017-07-13,24,21,1019,100,65,28,21,21,20,1021,1015,22.1
2017-07-14,25,20,1021,100,50,31,18,22,18,1022,1019,0.0
2017-07-15,27,21,1019,93,47,33,21,23,19,1021,1016,0.0
2017-07-16,28,21,1015,90,46,35,21,23,19,1017,1012,0.0
2017-07-17,28,20,1013,84,44,34,22,22,19,1014,1011,0.0
2017-07-18,28,22,1014,93,56,33,22,25,21,1015,1013,3.81
2017-07-19,30,22,1014,82,52,36,24,24,21,1016,1011,0.0
2017-07-20,29,22,1013,82,49,36,23,24,21,1014,1010,0.0
2017-07-21,32,22,1008,67,40,38,26,24,20,1010,1005,0.0
2017-07-22,28,23,1010,97,55,34,22,26,18,1013,1005,
2017-07-23,26,19,1013,97,44,33,18,22,17,1015,1012,0.0
2017-07-24,24,18,1015,93,50,32,17,20,16,1016,1013,0.0
2017-07-25,29,21,1014,90,40,36,22,23,19,1015,1011,0.0
2017-07-26,26,22,1015,100,65,28,22,24,21,1017,1011,71.88
2017-07-27,24,19,1016,100,51,29,19,22,17,1018,1015,0.0
2017-07-28,23,17,1016,100,51,29,17,18,16,1017,1015,0.0
2017-07-29,23,18,1019,93,54,28,18,19,17,1020,1016,0.0
2017-07-30,24,17,1021,81,51,27,20,19,16,1023,1020,0.0
2017-07-31,23,17,1020,87,51,28,17,18,16,1022,1019,0.0
2017-08-01,24,18,1019,93,48,31,18,19,16,1020,1017,0.0
2017-08-02,24,18,1018,87,42,31,18,21,16,1020,1016,0.0
2017-08-03,19,14,1018,87,47,25,13,21,11,1022,1015,
2017-08-04,18,11,1020,96,35,26,10,12,9,1022,1017,0.0
2017-08-05,18,14,1014,90,67,21,16,17,12,1017,1012,6.6
2017-08-06,21,17,1015,100,64,24,17,17,16,1017,1013,0.0
2017-08-07,21,16,1020,100,50,27,15,17,14,1022,1017,0.0
2017-08-08,21,16,1021,100,49,28,13,18,13,1023,1019,0.0
2017-08-09,21,17,1018,97,69,25,16,19,15,1020,1016,
2017-08-10,22,17,1019,100,53,28,15,19,13,1020,1017,0.0
2017-08-11,21,15,1020,93,45,27,14,17,13,1021,1018,0.25
2017-08-12,21,14,1018,93,45,28,13,15,12,1020,1015,0.0
2017-08-13,23,17,1013,87,51,28,18,18,14,1016,1009,1.78
2017-08-14,25,19,1009,97,43,31,19,21,17,1011,1008,15.24
2017-08-15,26,20,1010,90,59,32,20,23,17,1012,1007,0.25
2017-08-16,24,19,1008,93,55,28,19,22,16,1011,1005,10.41
2017-08-17,23,16,1013,87,37,29,17,18,13,1014,1010,0.0
2017-08-18,24,17,1013,93,45,31,18,19,16,1015,1010,
2017-08-19,23,17,1013,93,45,31,14,21,13,1015,1008,2.79
2017-08-20,24,19,1013,84,61,31,18,22,17,1016,1011,46.23
2017-08-21,24,21,1013,93,65,29,19,23,17,1016,1011,
2017-08-22,19,15,1020,100,40,26,13,18,11,1022,1016,0.0
2017-08-23,19,13,1020,93,45,27,12,15,10,1022,1016,0.0
2017-08-24,21,14,1015,93,47,28,14,16,13,1017,1013,0.0
2017-08-25,24,17,1017,87,48,29,18,19,16,1019,1015,0.25
2017-08-26,25,19,1017,87,53,31,19,22,16,1019,1015,
2017-08-27,23,19,1017,100,55,29,17,21,17,1019,1015,2.03
2017-08-28,20,15,1019,93,50,26,13,17,13,1021,1018,0.0
2017-08-29,19,14,1019,100,52,27,12,17,12,1020,1018,0.0
2017-08-30,20,14,1019,93,51,28,11,17,11,1021,1018,0.0
2017-08-31,22,16,1019,93,47,29,14,17,13,1021,1017,0.0
2017-09-01,22,17,1017,93,56,27,16,18,15,1019,1016,0.25
2017-09-02,24,18,1016,100,55,30,17,20,17,1017,1015,0.0
2017-09-03,24,18,1016,100,41,33,16,20,15,1019,1010,0.0
2017-09-04,22,15,1014,81,42,26,17,18,12,1020,1009,0.0
2017-09-05,16,7,1022,86,31,22,9,11,4,1023,1021,0.0
2017-09-06,14,7,1022,93,31,22,6,9,4,1023,1021,0.0
2017-09-07,18,8,1019,92,26,28,7,11,6,1021,1015,0.0
2017-09-08,21,12,1017,89,31,32,11,16,10,1019,1016,0.0
2017-09-09,22,13,1021,80,39,29,15,14,11,1023,1019,0.0
2017-09-10,24,14,1022,78,37,29,18,16,13,1025,1020,
2017-09-11,23,13,1020,87,35,30,15,15,12,1022,1018,0.0
2017-09-12,22,14,1014,93,37,30,13,16,12,1018,1010,0.0
2017-09-13,23,13,1008,93,29,32,13,15,12,1011,1005,0.0
2017-09-14,27,13,1005,73,23,35,18,15,11,1007,1003,0.0
2017-09-15,27,15,1006,73,32,33,19,19,13,1008,1005,0.25
2017-09-16,19,17,1012,90,73,24,14,20,12,1019,1009,4.32
2017-09-17,16,9,1021,93,41,23,8,13,7,1024,1018,
2017-09-18,21,18,1014,100,74,24,17,20,14,1019,1011,6.86
2017-09-19,26,19,1005,93,44,33,19,22,18,1011,999,0.0
2017-09-20,22,13,1007,79,34,28,16,22,10,1011,1000,0.0
2017-09-21,25,18,1008,87,46,35,15,23,11,1011,1005,0.0
2017-09-22,30,20,1008,82,34,36,24,22,17,1010,1007,0.0
2017-09-23,28,18,1011,90,38,34,21,19,16,1013,1010,0.0
2017-09-24,24,18,1012,93,45,31,17,19,17,1015,1010,14.99
2017-09-25,16,15,1014,97,90,18,14,17,13,1015,1012,20.07
2017-09-26,15,11,1019,93,60,19,11,13,9,1022,1015,
2017-09-27,16,9,1024,93,38,23,8,11,7,1026,1023,0.0
2017-09-28,18,9,1023,93,28,27,9,11,6,1026,1022,0.0
2017-09-29,19,9,1024,96,26,27,11,11,6,1025,1022,0.0
2017-09-30,22,10,1021,72,36,26,17,12,8,1024,1016,0.25
2017-10-01,22,12,1010,84,42,27,16,14,9,1016,1005,4.83
2017-10-02,23,16,1008,78,49,29,17,18,11,1010,1005,25.65
2017-10-03,20,16,1018,90,64,25,15,19,11,1028,1008,1.78
2017-10-04,17,9,1028,83,44,22,12,10,7,1031,1024,
2017-10-05,17,16,1019,100,67,19,14,18,11,1023,1015,34.04
2017-10-06,18,16,1008,100,87,23,14,21,13,1016,1000,29.97
2017-10-07,17,11,1002,100,36,24,11,13,8,1005,1000,2.54
2017-10-08,18,9,1004,89,35,26,9,12,8,1008,1003,0.0
2017-10-09,10,3,1017,65,47,14,5,6,1,1024,1010,7.37
2017-10-10,7,3,1026,93,50,12,2,4,1,1027,1024,10.41
2017-10-11,9,2,1022,92,31,18,-1,4,-2,1025,1019,0.0
2017-10-12,15,10,1015,93,53,22,7,12,6,1019,1011,0.0
2017-10-13,14,11,1016,86,72,16,12,12,8,1018,1014,0.0
2017-10-14,13,11,1013,100,66,16,10,14,4,1021,1009,7.62
2017-10-15,10,2,1026,79,29,17,3,4,-2,1030,1022,0.0
2017-10-16,13,3,1025,92,23,24,2,6,1,1029,1020,0.0
2017-10-17,14,6,1018,83,38,23,6,9,4,1020,1015,0.0
2017-10-18,17,8,1014,86,35,27,8,10,6,1018,1013,0.0
2017-10-19,16,8,1016,89,39,27,5,13,4,1019,1014,0.0
2017-10-20,19,13,1009,86,54,26,13,15,9,1014,1004,0.0
2017-10-21,17,13,1005,78,43,24,9,17,4,1016,1001,0.0
2017-10-22,13,1,1018,79,15,22,4,4,-6,1021,1014,0.0
2017-10-23,14,1,1017,56,24,19,8,4,-2,1021,1011,
2017-10-24,10,-2,1021,62,30,14,5,-1,-3,1023,1019,0.0
2017-10-25,14,1,1011,63,23,24,3,6,-3,1019,1003,0.0
2017-10-26,11,1,1009,79,39,18,4,4,-6,1021,999,0.0
2017-10-27,2,-7,1021,63,44,5,-2,-6,-8,1023,1021,
2017-10-28,3,-11,1019,75,12,12,-6,-7,-18,1022,1013,0.0
2017-10-29,11,-3,1009,64,25,23,-2,5,-14,1013,1004,0.0
2017-10-30,6,-6,1020,56,36,10,2,2,-8,1025,1013,
2017-10-31,-1,-4,1021,85,51,2,-3,-2,-8,1026,1013,0.25
2017-11-01,5,-1,1006,89,54,11,-1,2,-3,1012,1003,0.0
2017-11-02,6,2,1015,93,46,13,-1,4,-1,1026,1006,0.0
2017-11-03,3,-2,1024,92,49,9,-3,1,-4,1029,1018,0.0
2017-11-04,9,3,1012,83,54,12,7,6,1,1017,1008,0.0
2017-11-05,5,-1,1014,80,31,10,0,6,-8,1023,1009,0.0
2017-11-06,2,-6,1025,88,33,8,-5,-5,-8,1027,1023,0.0
2017-11-07,1,-6,1031,75,36,7,-6,-4,-8,1032,1027,0.0
2017-11-08,2,-6,1026,88,35,12,-7,-2,-9,1031,1021,0.0
2017-11-09,1,-8,1030,78,40,5,-4,-2,-13,1033,1022,0.0
2017-11-10,-2,-11,1028,59,41,2,-6,-7,-13,1033,1022,0.0
2017-11-11,5,3,1020,100,48,8,2,7,-7,1024,1017,0.25
2017-11-12,4,2,1028,100,41,12,-4,6,-5,1031,1023,0.0
2017-11-13,1,3,1026,100,82,8,-6,6,-8,1031,1021,0.0
2017-11-14,10,9,1014,100,86,12,8,11,7,1021,1011,0.0
2017-11-15,4,0,1021,100,35,13,-4,9,-7,1025,1013,0.0
2017-11-16,3,-3,1019,92,38,13,-7,0,-8,1025,1010,0.0
2017-11-17,13,7,1003,86,58,19,7,12,1,1009,999,
2017-11-18,3,0,1015,89,39,11,-4,4,-7,1025,1002,1.52
2017-11-19,4,-5,1020,92,27,14,-6,-2,-7,1025,1013,0.0
2017-11-20,8,-4,1007,70,25,16,0,-3,-5,1012,1003,0.0
2017-11-21,-1,-9,1023,78,29,7,-9,-2,-13,1032,1008,
2017-11-22,-2,-9,1026,88,33,6,-11,-6,-13,1032,1018,0.0
2017-11-23,10,2,1014,82,36,22,-2,5,-6,1019,1007,0.0
2017-11-24,14,3,1006,76,25,24,4,4,1,1016,999,0.0
2017-11-25,7,-1,1022,92,31,16,-3,3,-5,1025,1017,0.0
2017-11-26,9,1,1020,82,37,19,-1,3,-3,1024,1015,0.0
2017-11-27,12,3,1007,82,31,22,2,9,-1,1014,1002,0.0
2017-11-28,7,-3,1019,80,24,16,-1,8,-7,1029,1004,0.0
2017-11-29,1,-7,1024,84,22,11,-9,-3,-10,1029,1020,0.0
2017-11-30,6,-6,1026,69,22,14,-2,-3,-8,1028,1023,0.0
2017-12-01,6,-4,1020,81,28,16,-4,-2,-7,1023,1016,0.0
2017-12-02,4,-6,1021,85,23,14,-6,-3,-7,1023,1019,0.0
2017-12-03,7,3,1011,83,56,17,-3,11,-7,1020,999,0.0
2017-12-04,8,1,1006,80,44,17,-2,12,-11,1022,995,0.0
2017-12-05,2,-10,1022,50,28,8,-4,-4,-13,1024,1020,0.0
2017-12-06,0,-6,1026,89,45,7,-7,-1,-12,1033,1022,
2017-12-07,-6,-14,1030,76,33,-2,-11,-12,-17,1035,1021,0.0
2017-12-08,-3,-6,1018,75,60,2,-8,-4,-12,1020,1016,0.0
2017-12-09,1,-6,1022,78,43,6,-4,-4,-8,1025,1017,0.0
2017-12-10,6,-7,1020,68,23,15,-3,-6,-8,1022,1018,0.0
2017-12-11,4,-4,1021,78,31,11,-3,1,-9,1029,1016,
2017-12-12,0,-6,1023,84,42,9,-9,-2,-10,1030,1010,0.0
2017-12-13,6,-4,1011,70,30,12,-1,-2,-6,1017,1006,0.0
2017-12-14,4,-2,1020,85,51,6,2,1,-6,1022,1017,
2017-12-15,3,-4,1015,82,39,9,-3,-2,-6,1022,1008,0.0
2017-12-16,5,-5,1011,75,30,13,-4,-2,-8,1015,1008,0.0
2017-12-17,1,-2,1017,92,60,6,-4,-1,-5,1020,1014,3.05
2017-12-18,4,-2,1014,92,30,13,-4,-1,-5,1017,1012,0.0
2017-12-19,3,-6,1019,92,31,10,-3,0,-9,1022,1014,0.0
2017-12-20,1,-7,1015,71,34,8,-7,-1,-11,1021,1009,0.0
2017-12-21,1,-3,1014,96,62,6,-6,1,-8,1021,1009,0.76
2017-12-22,-4,-8,1023,88,56,1,-9,-6,-10,1026,1020,0.0
2017-12-23,-7,-10,1026,91,65,-5,-9,-8,-12,1029,1024,2.54
2017-12-24,-11,-12,1028,92,61,-7,-14,-8,-18,1031,1026,3.05
2017-12-25,-12,-17,1033,83,50,-8,-15,-16,-21,1037,1030,0.25
2017-12-26,-18,-21,1041,83,55,-13,-24,-18,-26,1045,1035,
2017-12-27,-19,-22,1040,90,55,-12,-27,-17,-29,1046,1032,
2017-12-28,-8,-13,1032,80,59,-4,-12,-11,-17,1033,1029,0.0
2017-12-29,-10,-12,1027,84,73,-7,-13,-8,-17,1034,1021,
2017-12-30,-15,-20,1036,76,66,-13,-18,-17,-22,1039,1032,
2017-12-31,-21,-24,1046,75,64,-18,-24,-22,-27,1050,1038,0.0
